"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","Y"
0.00187304490590206,-0.256290959194303,"G",0.981827627401799,0.898506092147175,0.92446936528844,"-1",-0.169434891082346,0.220333430510529,-0.839468753002729,0.000433458086382741,-0.111267485544943,"E",-0.354198406916112,0.0226963360870453,-0.412468024529517,"a","A",1.03860895470029
0.626795982659852,-0.533709462266415,"C",0.79667275166139,0.429353385873003,0.370992409122058,"1",0.91844123089686,0.0710699764411077,-0.929964890644661,0.317675372492782,0.623885514007207,"E",0.785227392800152,0.528718856323497,-0.408865874167532,NA,"A",1.37102868541808
2.92726499075478,0.471527811139822,"C",-0.142949913162738,0.430037790979,2.17362972749293,"-1",-0.863839038647711,0.601007944258742,-0.530597770059357,1.35256394130004,0.163643906190881,"E",0.63793048588559,0.00523287011130913,0.682096331845969,"d","C",1.05908017971608
0.0667853976727011,0.384290748275816,"C",-0.669153905939311,0.438346183250412,1.00076661437885,"1",0.580976778175682,1.17793554229568,-0.551440670767772,0.0551830624124249,-0.974548441381753,"C",-0.350800096057355,0.0661958788014205,-0.854648774024099,"g","C",-0.10301247084792
0.00331727236518486,-0.371999286580831,"G",-0.605200788006186,0.206777821206324,-0.29579544811657,"1",0.877843142021447,1.01306735810886,-0.153529994352776,0.0957686249186686,-0.983561500626361,"E",0.234779057558626,0.838595672232297,-0.691730553749949,"d","A",0.47581581395426
0.193817097143238,-0.893809236586094,"C",0.411611273884773,0.332021104636307,2.1179428724847,"-1",0.800617220811546,1.2231546288022,-0.13746297171794,0.311694366494449,0.418929358289535,"E",-0.54525804053992,0.302670152368339,0.956071838270873,"a","A",2.45854260643872
0.916931677285333,-0.0588966947980225,"G",-0.52507154783234,0.465809435257601,1.00093165680085,"1",-0.735733562614769,1.03664560311032,-0.40678927441057,0.0141654991029804,-0.81885373549104,"E",0.554414508398622,0.00889600153831273,-0.498491192702204,"d","C",-0.0621391599795516
0.281614208329835,-0.6783367539756,"G",0.158915621694177,1.10501600025454,2.14136126367788,"-1",-1.04595745751593,0.870405618519033,-0.735031463800479,0.0625504634022427,-0.970598452644193,"C",-0.873625963926315,0.946173736835062,-0.665527428034693,"g","C",0.0260527232261971
0.536830183251088,-1.43582081833408,"G",-0.105565485544503,0.22501356980898,2.02249637641948,"-1",0.902981045655906,0.719612770750578,-0.50365214310384,0.0630053865693526,-0.729656236929846,"C",-0.0302648022770882,0.0468369083133389,-0.446332942228764,"d","C",0.475562343049798
1.02402266972824,0.15734378574416,"G",-0.0031392159871757,0.581267017370109,2.19863143903811,"-1",0.762333638500422,0.222298382787823,-0.396936442902251,0.317657424143845,-0.353956165575203,"C",0.637901403009892,0.269414149925547,-0.591454522218555,"d","C",-0.255767768907153
0.134331643124032,0.183747670613229,"C",0.86564294109121,1.17777902118543,2.22606607525898,"-1",-0.464961786288768,0.0397186898238744,-0.806885943542034,0.751089878371299,NA,"C",0.0128200151957572,0.45164509651206,-0.398351793643087,"d","C",0.845029856655174
0.217265464702758,-0.245074523016854,"G",0.316171815618873,0.463363647079853,2.29949107097524,"-1",0.589921136386693,0.00775884299301144,-0.42951277216837,0.114578171416229,-0.120358854458301,"E",-0.558289166074246,0.623214122501605,0.671987522393465,"d","A",2.59866944374441
0.148576934959187,0.388292972464114,"G",0.851731021422893,1.04865694312217,2.1923441489414,"-1",0.544754533097148,0.570707664771095,-0.976628192406479,0.005599459848931,-0.607726335271586,"C",-0.319941711612046,0.364158819493464,-0.70756550738588,"d","C",0.729082826881343
0.0212511860475668,0.0378077831119299,"C",-0.136742895934731,0.292714266186621,2.18986611427711,"-1",-0.629155280935408,1.00041978529059,-0.679420710121644,0.0493783657680664,-0.999438924342431,"C",-0.791104441508651,0.235954477570618,-0.585477025713772,"g","C",0.65275172618914
1.15016613267598,0.758236769586802,"C",0.192481019534171,0.465331266567486,0.566683039097705,"1",-0.00526950228959322,0.35191753369393,0.232900633888798,0.648428669267922,0.850302456857627,"E",0.958526681642979,0.0046178767531191,0.123888404108584,"h","A",0.486823985365177
1.63211541300943,0.833932426758111,"C",-0.254889833275229,0.425188344679432,2.16272225923772,"1",-0.237184161320329,0.5829153660428,-0.0550505092259591,0.202972095966809,-0.731652411870402,"E",NA,0.835884241457291,0.769092284608632,"a","A",0.861292807722689
1.6676008731455,0.638005698618706,"G",0.16544087510556,0.509711507276611,1.03999937779093,"1",0.320629884002093,0.731402399041197,-0.315880962230282,0.672106056325787,0.175496188128487,"E",0.421579325105995,0.199659661025744,0.927757891826332,"a","A",1.79748668111875
0.215128451629484,-0.00984630966559052,"C",0.245611950755119,0.635767599992761,0.309028825672012,"1",-0.0917452308349311,0.640251412688944,-0.797858683215342,0.0174095955189172,NA,"C",0.0818297755904496,0.214253150711299,-0.94737632619217,"a","A",-0.0543029688275956
3.95998207737617,-0.517188342753798,"C",-0.165800407528877,0.403566779005697,1.99858760052408,"-1",0.138575606907279,0.240266332963228,-0.662407563097835,0.82590566807577,-0.625393601069985,"E",0.908882609568536,0.0109043229107209,-0.170268446672708,"a","C",0.691951704350352
0.795554639671411,-0.53336114808917,"G",0.381959407124668,0.836184108896859,2.08991534848944,"1",0.589910528622568,0.496698492707033,-0.522766729578766,0.190588011649793,-0.202107234801562,"C",-0.90343961911276,2.25549517329873,0.753453788813204,NA,"A",2.20880580696736
